stationReference,value,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
E6760,0.0,Rainfall station,51.028745,0.275298,,,,
E6770,0.0,Rainfall station,50.965787,0.453104,,,,
E6780,0.0,Rainfall station,50.885427,0.672112,,,,
E7040,7.594,Rainfall station,53.371241,-0.684077,,,,
E7045,0.0,Rainfall station,52.185547,-0.867095,,,,
E7050,,Crowhurst,50.878052,0.500069,,,,
E7055,0.0,Rainfall station,52.327013,-1.00142,,,,
E7061,0.545,HAMMERWOOD BRIDGE GS,50.90222,0.393649,,,,
E7065,0.0,Rainfall station,52.56456,-0.5077,,,,
E7070,,Rainfall station,52.207563,-0.73336,,,,
E7071,0.459,HENLEY BRIDGE GS,50.899199,0.375972,,,,
E7075,0.0,Rainfall station,52.490034,-0.666347,,,,
E7083,-0.179,COOMBE BRIDGE GS,50.896388,0.412165,,,,
E7091,0.507,TILLEY BRIDGE GS,50.89145,0.361642,,,,
E7095,0.0,Rainfall station,53.326702,-0.11185,,,,
E7105,0.0,Rainfall station,53.359329,-0.017234,,,,
E7130,0.0,Rainfall station,53.534467,-0.499466,,,,
E7135,0.0,Rainfall station,53.572235,-0.236854,,,,
E714,0.443,Hendal Bridge,51.108316,0.172486,2.352,0.024,1.25,0.127
E7155,0.0,Rainfall station,52.645246,-0.420704,,,,
E7160,0.0,Rainfall station,52.649303,-0.762024,,,,
E7165,0.0,Rainfall station,52.766451,-0.623828,,,,
E7170,0.0,Rainfall station,53.077492,-0.622888,,,,
E7180,0.0,Rainfall station,50.903167,0.47968,,,,
E7190,,Rainfall station,50.811276,0.219288,,,,
E7200,0.0,Rainfall station,52.555577,-0.828089,,,,
E7260,0.0,Rainfall station,50.8635,0.56711,,,,
E7270,0.0,Rainfall station,50.890762,0.554388,,,,
E7295,0.2,Rainfall station,50.814838,0.358583,,,,
E7420,0.0,Rainfall station,50.788104,0.060701,,,,
E7780,0.0,Rainfall station,50.80213,0.081187,,,,
E7842,0.213,Cowbeech,50.912658,0.290758,1.84,0.0,0.269,0.028
E8001,0.381,Leabridge,50.895273,0.24023,2.5700000000000003,0.0,0.438,0.08
E802,0.0,Rainfall station,51.194952,0.237676,,,,
E8020,0.0,Rainfall station,50.91155,0.289494,,,,
E8030,0.0,Rainfall station,50.99015,0.128061,,,,
E8040,0.0,Rainfall station,50.930862,0.267671,,,,
E8190,0.448,Buxted,50.989456,0.127659,2.998,-0.072,2.208,0.0
E8210,0.382,Freshfield Bridge,51.002867,-0.027718,2.625,0.0,2.0,0.01
E8221,0.713,Goldbridge,50.975187,0.034071,2.696,0.021,1.75,0.242
E8241,0.0,ARDINGLY SHELLBROOK GS,51.041711,-0.097823,,,,
E8266,0.297,Ardingly,51.038451,-0.100268,1.893,0.3,1.053,0.061
E8290,0.0,Rainfall station,51.434974,-0.353451,,,,
E8293,0.491,Isfield weir,50.951995,0.074349,2.902,-0.027,1.5,0.052
E8340,0.316,Lindfield Bridge,51.021082,-0.073715,2.254,0.0,1.9,0.475
E8350,0.237,Scrasebridge,51.006255,-0.079888,2.002,0.0,1.44,0.032
E8360,0.516,Uckfield Mill upstream,50.968752,0.097884,1.49,0.0,1.3,0.3
E8480,0.0,Rainfall station,50.991504,0.152348,,,,
E8500,1.2,Rainfall station,51.066083,-0.159624,,,,
E8510,0.6,Rainfall station,50.90639,-0.072052,,,,
E8520,0.3,Rainfall station,51.039914,-0.097897,,,,
E8530,0.2,Rainfall station,50.913393,0.044891,,,,
E8560,0.131,BUILDER CENTRE GRILL,51.007923,-0.096141,,,,
E861,0.58,Bartley Mill,51.097082,0.330342,2.318,0.039,1.2,0.121
E8654,5.574,Barcombe Gates,50.91492,0.038854,6.6,5.02,5.7,5.25
E871,0.0,Rainfall station,51.274484,0.217164,,,,
E8743,0.4,Rainfall station,50.853435,-0.133909,,,,
E8770,0.1,Rainfall station,50.893868,0.081008,,,,
E901,0.1,Rainfall station,51.15203,0.176969,,,,
E911,0.0,Rainfall station,51.372501,0.217586,,,,
E9130,1.103,Sakeham Weir,50.957409,-0.265959,2.904,0.053,1.35,0.162
E9140,1.116,Beeding Bridge,50.882836,-0.306828,3.35,0.0,2.84,0.353
E921,0.241,Park Farm,51.275499,0.095139,1.055,0.003,0.89,0.047
E9340,1.0,Rainfall station,50.986805,-0.268198,,,,
E9350,0.4,Rainfall station,50.999283,-0.143741,,,,
E9360,1.2,Rainfall station,50.929113,-0.384184,,,,
E9510,-3.36,Ferring Outfall,50.803264,-0.452563,2.91,0.43,3.2,0.45
E9660,2.7,Rainfall station,50.929364,-0.469557,,,,
E9720,1.2,Rainfall station,50.860296,-0.483186,,,,
E9883,0.635,Alfoldean,51.086792,-0.406225,2.914,0.058,1.494,0.094
E9890,0.601,Drungewick,51.067869,-0.488686,16.6,13.14,15.4,13.35
E9920,3.195,Pulborough Swan Bridge,50.956335,-0.513508,4.783,0.0,3.713,0.669
E9941,-1.433,Brewhurst Mill,51.069575,-0.509483,19.28,16.3,18.95,16.32
EdgeH1,0.0,Rainfall station,53.560463,-2.873303,,,,
L2312,0.673,Park Bridge,54.408693,-2.177133,3.492,-0.1,2.5,0.0
L3211,1.154,Hessle,53.719075,-0.434087,3.854,0.419,3.0,0.6890000000000001
Mitch1,,Rainfall station,53.742978,-2.323663,,,,
PCHURCH_TG_342,0.663,Peterchurch,52.041372,-2.955501,2.357,0.079,1.2,0.193
SE730,0.259,LENSIDE GS,51.272544,0.525902,,,,
VCHURCH-T_TG_341,0.0,Rainfall station,52.023749,-2.92175,,,,
E73839,-0.354,Bangor,54.66475,-5.6694700000000005,,,,
E71639,-1.066,Dover,51.114372,1.322641,,,,
E72339,2.447,St+Marys,49.91847,-6.31642,,,,
E70039,-0.854,Lowestoft,52.473075,1.750085,,,,
E74439,-0.308,Lerwick,60.15403,-1.14031,,,,
E72239,2.618,Newlyn,50.103007,-5.542779,,,,
E73039,0.921,Milford+Haven,51.70739,-5.05153,,,,
E72039,0.153,Weymouth,50.608501,-2.447945,,,,
E72439,1.049,Ilfracombe,51.211131,-4.112362,,,,
E70339,0.125,Kinlochbervie,58.45661,-5.05008,,,,
E74339,0.628,Stornoway,58.20781,-6.3889700000000005,,,,
E72139,1.821,Plymouth,50.368401,-4.185217,,,,
E70239,0.672,Jersey,49.18333,-2.11667,,,,
E70439,0.235,Ullapool,57.89525,-5.15789,,,,
E72839,-0.669,Newport,51.55,-2.9874400000000003,,,,
E70639,-0.188,Wick,58.44097,-3.08631,,,,
E72639,-1.254,Avonmouth+Portbury,51.49999,-2.728468,,,,
E72939,1.454,Mumbles,51.57,-3.97544,,,,
E70839,2.461,Leith,55.98983,-3.18169,,,,
E70939,2.753,North+Shields,55.007415,-1.439769,,,,
E70539,-1.713,Holyhead,53.31394,-4.62044,,,,
E74039,0.583,Millport,55.74981,-4.9063300000000005,,,,
E71139,1.846,Immingham,53.63018,-0.18742,,,,
E71239,0.226,Cromer,52.934316,1.301623,,,,
E71039,2.945,Whitby,54.489967,-0.614597,,,,
E73139,-0.374,Fishguard,52.01322,-4.983750000000001,,,,
E73539,-0.952,Port+Erin,54.08539,-4.76806,,,,
E71439,-0.74,Harwich,51.947978,1.292108,,,,
E73239,-1.353,Barmouth,52.71933,-4.04503,,,,
E71739,-1.505,Newhaven,50.781775,0.057004,,,,
E73939,0.631,Portrush,55.20678,-6.65683,,,,
E71539,-0.57,Sheerness,51.445627,0.7434149999999999,,,,
E73739,0.131,Portpatrick,54.84256,-5.12003,,,,
E71839,-1.008,Portsmouth,50.80228,-1.11117,,,,
E71939,-0.261,Bournemouth,50.714331,-1.874873,,,,
E70739,1.218,Aberdeen,57.14406,-2.07736,,,,
E74239,1.74,Tobermory,56.62311,-6.06422,,,,
E73339,-1.769,Llandudno,53.33167,-3.82522,,,,
